                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                0.61322,                0.38743,                 1.2871,                0.98128,                0.78947,                0.85205,                0.65457,                 1.1202,                0.72083,                  1.896,             0.00016589,             0.00016589,             0.00016589
                    134,                0.53313,                0.36207,                 1.2675,                0.97986,                0.78947,                0.85205,                0.65372,                 1.1146,                0.74211,                 1.8935,             0.00015589,             0.00015589,             0.00015589
                    135,                0.63243,                0.38284,                 1.2979,                0.98764,                0.78947,                0.85891,                0.67331,                 1.0733,                0.72428,                 1.8392,             0.00014623,             0.00014623,             0.00014623
                    136,                0.59366,                0.38644,                 1.2711,                0.99107,                0.78947,                0.86044,                0.66564,                 1.0576,                0.72217,                 1.8301,              0.0001369,              0.0001369,              0.0001369
                    137,                0.62071,                0.37293,                 1.3012,                0.99205,                0.78947,                0.86005,                0.65818,                 1.0427,                0.69546,                  1.828,              0.0001279,              0.0001279,              0.0001279
                    138,                0.54257,                0.35685,                 1.2538,                0.92862,                0.78947,                0.85672,                0.65719,                  1.031,                0.66859,                 1.8188,             0.00011925,             0.00011925,             0.00011925
                    139,                0.61237,                0.40573,                 1.3448,                0.92881,                0.78947,                0.85579,                0.65296,                 1.0308,                0.66608,                 1.8289,             0.00011094,             0.00011094,             0.00011094
                    140,                0.56827,                0.37033,                 1.3072,                0.92932,                0.78947,                0.85412,                 0.6537,                 1.0538,                0.67508,                 1.8494,             0.00010297,             0.00010297,             0.00010297
                    141,                 0.6011,                0.40454,                  1.313,                0.92847,                0.78947,                0.85492,                0.65211,                  1.064,                0.68989,                 1.8428,             9.5359e-05,             9.5359e-05,             9.5359e-05
                    142,                0.58374,                0.39806,                 1.3671,                0.92825,                0.78947,                0.85049,                0.65432,                 1.0911,                0.69755,                 1.8803,             8.8097e-05,             8.8097e-05,             8.8097e-05
