                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.0004,                0.98181,                 1.6183,                0.79921,                 0.5625,                0.65581,                0.40083,                 1.4687,                 2.0642,                  2.368,              0.0005447,              0.0005447,              0.0005447
                    149,                 1.0689,                  1.049,                 1.7238,                0.80929,                  0.625,                 0.6646,                 0.4296,                 1.4518,                 1.8164,                 2.3222,              0.0005348,              0.0005348,              0.0005348
                    150,                 1.0156,                0.97269,                 1.6939,                0.82324,                  0.625,                 0.6523,                0.42846,                 1.6659,                 1.5494,                 2.7879,              0.0005249,              0.0005249,              0.0005249
                    151,                 1.0071,                0.96917,                 1.6209,                0.72114,                 0.6875,                0.68843,                0.48213,                 1.5862,                   1.41,                 2.7717,               0.000515,               0.000515,               0.000515
                    152,                 1.0069,                0.90114,                 1.5824,                0.77941,                 0.6875,                0.72495,                0.48601,                 1.5457,                 1.4609,                 2.5813,              0.0005051,              0.0005051,              0.0005051
                    153,                  1.074,                 1.0059,                 1.6489,                0.97889,                  0.625,                0.74299,                0.49767,                 1.4698,                 1.6407,                 2.3838,              0.0004952,              0.0004952,              0.0004952
                    154,                0.98344,                0.91674,                  1.596,                0.97813,                  0.625,                0.71499,                0.48026,                 1.4366,                 1.6045,                 2.3504,              0.0004853,              0.0004853,              0.0004853
                    155,                0.89402,                0.94394,                 1.5318,                0.88016,                  0.625,                0.67272,                0.48955,                 1.3435,                 1.6947,                 2.2235,              0.0004754,              0.0004754,              0.0004754
                    156,                0.96342,                0.91533,                 1.5904,                      1,                0.62117,                0.67656,                0.48852,                 1.2982,                 1.8483,                  2.148,              0.0004655,              0.0004655,              0.0004655
                    157,                0.94996,                0.86117,                 1.5781,                      1,                0.61732,                0.71098,                0.47725,                 1.4168,                 1.7267,                 2.3704,              0.0004556,              0.0004556,              0.0004556
                    158,                0.91051,                0.83047,                  1.576,                 0.9943,                  0.625,                0.70649,                0.48393,                 1.4718,                 1.7735,                 2.4556,              0.0004457,              0.0004457,              0.0004457
                    159,                0.88962,                0.82691,                 1.5248,                0.95101,                  0.625,                0.72002,                 0.4882,                 1.3119,                 1.6269,                 2.1329,              0.0004358,              0.0004358,              0.0004358
                    160,                 0.9135,                0.89583,                  1.534,                0.95998,                  0.625,                0.70798,                0.48888,                 1.3813,                 1.7078,                 2.2767,              0.0004259,              0.0004259,              0.0004259
                    161,                   0.94,                0.92135,                 1.6065,                      1,                0.60885,                0.67068,                0.47427,                 1.4522,                 1.9287,                 2.5386,               0.000416,               0.000416,               0.000416
                    162,                0.91632,                0.83813,                 1.5715,                      1,                0.60637,                0.67372,                0.50038,                 1.3216,                 2.0138,                 2.2247,              0.0004061,              0.0004061,              0.0004061
                    163,                0.92685,                0.89887,                 1.5619,                0.98404,                 0.5625,                0.63746,                0.45332,                 1.3218,                  2.092,                 2.1169,              0.0003962,              0.0003962,              0.0003962
                    164,                  0.942,                0.86723,                 1.6184,                0.98549,                  0.625,                0.69918,                0.48914,                  1.357,                  1.831,                 2.1375,              0.0003863,              0.0003863,              0.0003863
                    165,                0.91543,                0.85209,                 1.5762,                0.99971,                 0.5625,                0.69516,                0.46291,                 1.3809,                 1.8422,                 2.1575,              0.0003764,              0.0003764,              0.0003764
                    166,                 0.8769,                0.84211,                 1.5383,                 0.8865,                  0.625,                0.71656,                 0.5224,                 1.2964,                 1.6141,                 2.1792,              0.0003665,              0.0003665,              0.0003665
                    167,                0.88682,                0.84088,                 1.5702,                0.82712,                   0.75,                0.74441,                0.54139,                 1.2602,                 1.4518,                 2.1755,              0.0003566,              0.0003566,              0.0003566
                    168,                0.86392,                0.83605,                 1.5339,                0.78153,                   0.75,                0.75219,                0.52274,                 1.2498,                 1.3704,                  2.052,              0.0003467,              0.0003467,              0.0003467
                    169,                0.88856,                0.81951,                 1.5338,                      1,                0.73083,                0.78147,                0.53775,                 1.2696,                 1.4043,                 2.1157,              0.0003368,              0.0003368,              0.0003368
                    170,                0.83206,                0.78077,                   1.47,                0.85662,                0.74703,                0.76937,                0.56165,                 1.2496,                 1.4349,                 2.1259,              0.0003269,              0.0003269,              0.0003269
                    171,                0.87395,                 0.8407,                 1.5346,                0.91447,                0.66938,                0.74235,                0.53904,                 1.2992,                 1.3971,                 2.2207,               0.000317,               0.000317,               0.000317
                    172,                0.87477,                0.77712,                  1.512,                0.84998,                0.70926,                0.74033,                0.49154,                 1.3692,                 1.4218,                 2.3174,              0.0003071,              0.0003071,              0.0003071
                    173,                0.89692,                0.86251,                 1.5387,                      1,                 0.7444,                0.76225,                0.52077,                 1.2487,                  1.341,                 2.0819,              0.0002972,              0.0002972,              0.0002972
                    174,                0.91971,                0.85963,                 1.5639,                0.92259,                 0.7453,                0.76087,                0.53452,                 1.2443,                 1.3317,                 2.0892,              0.0002873,              0.0002873,              0.0002873
                    175,                0.94691,                0.84512,                   1.61,                0.91048,                   0.75,                0.76296,                0.52191,                  1.304,                 1.3921,                 2.1616,              0.0002774,              0.0002774,              0.0002774
                    176,                0.84222,                0.78902,                 1.4676,                0.99824,                   0.75,                0.75965,                0.51962,                 1.3544,                 1.3965,                  2.239,              0.0002675,              0.0002675,              0.0002675
                    177,                0.90556,                 0.8081,                 1.5464,                0.85685,                0.74833,                0.74714,                0.51986,                 1.3069,                 1.4337,                 2.1202,              0.0002576,              0.0002576,              0.0002576
                    178,                0.82033,                0.72146,                 1.4396,                0.84826,                 0.6875,                 0.7565,                0.52933,                 1.2628,                 1.4236,                 2.0821,              0.0002477,              0.0002477,              0.0002477
                    179,                0.81703,                0.73691,                 1.4688,                0.92193,                   0.75,                0.76467,                0.53056,                 1.3027,                 1.4298,                 2.1767,              0.0002378,              0.0002378,              0.0002378
                    180,                0.77599,                0.73096,                 1.4725,                0.92083,                0.72812,                 0.7901,                0.52246,                 1.2798,                 1.3939,                 2.1542,              0.0002279,              0.0002279,              0.0002279
                    181,                0.87592,                0.83052,                 1.5262,                0.90471,                   0.75,                  0.798,                0.54851,                 1.2168,                 1.3666,                 2.0895,               0.000218,               0.000218,               0.000218
                    182,                 0.7978,                0.70863,                 1.4597,                0.89541,                   0.75,                0.79637,                0.57363,                 1.1945,                  1.279,                  2.145,              0.0002081,              0.0002081,              0.0002081
                    183,                0.86233,                0.79754,                 1.5346,                0.88957,                   0.75,                0.78547,                 0.5659,                 1.2245,                 1.3215,                 2.1712,              0.0001982,              0.0001982,              0.0001982
                    184,                  0.823,                0.74373,                 1.4126,                0.84226,                   0.75,                0.76853,                0.55419,                 1.2518,                 1.3548,                  2.179,              0.0001883,              0.0001883,              0.0001883
                    185,                0.83829,                0.78142,                 1.5112,                0.89039,                 0.6875,                0.74963,                 0.5419,                 1.2708,                 1.4327,                  2.152,              0.0001784,              0.0001784,              0.0001784
                    186,                0.76183,                  0.688,                 1.4639,                0.79823,                0.74228,                0.73267,                0.53617,                 1.3143,                 1.5246,                 2.2343,              0.0001685,              0.0001685,              0.0001685
                    187,                0.86257,                0.82897,                 1.5049,                 0.7818,                   0.75,                0.72672,                 0.5088,                 1.2792,                 1.4589,                 2.1768,              0.0001586,              0.0001586,              0.0001586
                    188,                0.75531,                0.69963,                  1.392,                0.91395,                 0.6875,                0.75947,                0.53918,                 1.3137,                 1.4818,                 2.1829,              0.0001487,              0.0001487,              0.0001487
                    189,                0.74009,                 0.6782,                    1.4,                0.91454,                 0.6875,                0.75457,                0.53387,                 1.4114,                 1.4947,                 2.4125,              0.0001388,              0.0001388,              0.0001388
                    190,                0.85871,                0.75481,                 1.5313,                0.83873,                 0.6875,                0.75535,                0.53347,                 1.3874,                 1.4346,                 2.4005,              0.0001289,              0.0001289,              0.0001289
                    191,                 1.0458,                0.93915,                 1.8345,                0.98786,                  0.625,                0.74525,                0.52213,                 1.2778,                 1.3632,                 2.2233,               0.000119,               0.000119,               0.000119
                    192,                 1.1357,                0.95377,                 1.8806,                0.98923,                  0.625,                0.74449,                 0.5256,                 1.2899,                 1.3423,                 2.2508,              0.0001091,              0.0001091,              0.0001091
                    193,                 1.1283,                 0.9164,                 1.8977,                0.98442,                 0.6875,                0.75927,                0.53143,                 1.3254,                 1.5336,                 2.1974,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                 1.0619,                 0.8799,                 1.7676,                      1,                0.73951,                0.77196,                0.54694,                 1.2819,                 1.4914,                 2.1579,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.95419,                0.83689,                 1.6746,                0.99183,                   0.75,                 0.7678,                0.56151,                   1.27,                 1.4336,                 2.1348,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.96872,                0.82838,                 1.6986,                0.96389,                   0.75,                0.77468,                0.56483,                 1.2964,                 1.4223,                 2.2081,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                 1.0741,                0.86099,                 1.8387,                0.89517,                   0.75,                0.76883,                0.56102,                 1.3095,                 1.3896,                 2.2409,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.98678,                0.86342,                  1.766,                0.89566,                   0.75,                0.76687,                0.56237,                 1.2708,                 1.3678,                 2.1871,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.98432,                0.80273,                 1.7172,                0.89238,                   0.75,                0.75926,                 0.5497,                 1.2708,                 1.3867,                 2.1937,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.99375,                0.86297,                 1.6713,                0.89693,                   0.75,                0.75406,                0.55925,                 1.2822,                 1.4355,                 2.2162,               2.99e-05,               2.99e-05,               2.99e-05
