                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.1922,                 0.9079,                 1.7634,                0.91619,                0.68357,                0.71717,                0.46745,                 1.5156,                 1.9233,                 2.1732,             0.00034372,             0.00034372,             0.00034372
                    149,                 1.1543,                0.85926,                 1.7788,                0.81233,                  0.625,                 0.7053,                0.48999,                 1.4134,                 1.9876,                 2.0745,              0.0003323,              0.0003323,              0.0003323
                    150,                 1.1257,                0.86813,                 1.7835,                0.84263,                0.67031,                0.71195,                0.47165,                 1.4504,                 1.9503,                 2.1218,             0.00032105,             0.00032105,             0.00032105
                    151,                 1.1872,                0.87236,                 1.8007,                 0.7589,                 0.6875,                0.70085,                0.46265,                 1.4972,                 1.9086,                 2.1522,             0.00030996,             0.00030996,             0.00030996
                    152,                 1.1577,                0.81804,                 1.7812,                0.79233,                  0.625,                0.70021,                0.46634,                 1.5952,                 1.9864,                 2.2318,             0.00029905,             0.00029905,             0.00029905
                    153,                 1.1656,                0.89642,                 1.7749,                0.62248,                0.72222,                0.69417,                0.46678,                 1.5929,                 1.8946,                 2.2409,             0.00028832,             0.00028832,             0.00028832
                    154,                  1.197,                0.89787,                 1.8205,                0.75772,                 0.5625,                0.68587,                0.46043,                  1.564,                  1.936,                 2.2194,             0.00027777,             0.00027777,             0.00027777
                    155,                 1.1611,                0.86941,                 1.7853,                0.83733,                 0.6445,                0.73533,                0.48486,                 1.5907,                 1.9862,                  2.251,             0.00026739,             0.00026739,             0.00026739
                    156,                 1.1497,                0.86393,                 1.7734,                0.87712,                  0.625,                0.71789,                0.48952,                 1.5493,                 2.0588,                 2.1839,              0.0002572,              0.0002572,              0.0002572
                    157,                 1.1649,                0.89506,                 1.7879,                0.88973,                  0.625,                0.71532,                0.48141,                 1.4837,                 1.9656,                 2.1465,             0.00024719,             0.00024719,             0.00024719
                    158,                 1.1845,                 0.8445,                 1.8484,                0.73762,                  0.625,                0.69929,                0.46901,                 1.4855,                 1.9926,                 2.1426,             0.00023737,             0.00023737,             0.00023737
                    159,                 1.1408,                0.86359,                 1.7874,                 0.8408,                0.66141,                0.72026,                 0.4608,                 1.5271,                 2.0315,                 2.1801,             0.00022775,             0.00022775,             0.00022775
                    160,                 1.1647,                0.83694,                 1.7408,                0.89925,                 0.6875,                0.73013,                 0.4698,                 1.5476,                 1.9691,                 2.2055,             0.00021831,             0.00021831,             0.00021831
                    161,                 1.1861,                0.89555,                 1.8513,                0.88983,                 0.6875,                0.71839,                0.47881,                 1.5078,                 1.8676,                 2.1819,             0.00020907,             0.00020907,             0.00020907
                    162,                 1.0991,                0.84686,                 1.6889,                0.88356,                  0.625,                0.71185,                0.48619,                 1.5021,                 1.8885,                 2.1746,             0.00020003,             0.00020003,             0.00020003
                    163,                 1.1238,                0.80923,                 1.7535,                0.73848,                0.70681,                 0.7258,                0.49699,                 1.5411,                 1.8984,                  2.218,             0.00019119,             0.00019119,             0.00019119
                    164,                 1.0908,                0.82524,                 1.7568,                0.88006,                  0.625,                0.72264,                0.48394,                 1.5302,                  1.888,                 2.2227,             0.00018255,             0.00018255,             0.00018255
                    165,                 1.1604,                0.81941,                 1.7784,                0.87114,                  0.625,                  0.739,                0.49001,                 1.5325,                 1.9852,                  2.258,             0.00017412,             0.00017412,             0.00017412
                    166,                 1.1296,                0.84672,                 1.7735,                0.85823,                  0.625,                0.73352,                0.49753,                  1.518,                 1.8876,                  2.226,             0.00016589,             0.00016589,             0.00016589
                    167,                 1.1504,                0.84316,                 1.7965,                0.88714,                  0.625,                0.71618,                0.48302,                 1.5106,                 1.9363,                 2.2026,             0.00015787,             0.00015787,             0.00015787
                    168,                  1.101,                0.80701,                 1.7166,                0.88346,                  0.625,                0.72551,                0.51186,                 1.5221,                 1.9917,                 2.2024,             0.00015005,             0.00015005,             0.00015005
                    169,                 1.0406,                0.77503,                 1.7102,                0.88395,                  0.625,                0.72873,                0.50631,                 1.5182,                 1.9464,                 2.1907,             0.00014246,             0.00014246,             0.00014246
                    170,                 1.0337,                0.74133,                 1.6565,                0.84324,                0.67331,                0.74416,                0.52002,                 1.5138,                 1.9337,                 2.1839,             0.00013507,             0.00013507,             0.00013507
                    171,                 1.0588,                0.79458,                 1.6469,                0.82562,                 0.6875,                 0.7403,                0.52316,                  1.515,                 1.9438,                  2.185,              0.0001279,              0.0001279,              0.0001279
                    172,                 1.1078,                0.77991,                 1.7416,                0.82656,                 0.6875,                0.75288,                 0.5295,                  1.517,                 1.9049,                 2.1827,             0.00012095,             0.00012095,             0.00012095
                    173,                 1.0577,                0.80187,                 1.7393,                 0.7998,                0.74913,                0.73929,                0.51853,                 1.5224,                 1.9254,                 2.1919,             0.00011422,             0.00011422,             0.00011422
                    174,                 1.1342,                0.78719,                 1.7416,                  0.796,                0.73251,                0.74286,                 0.5161,                  1.533,                 1.9258,                 2.1932,             0.00010771,             0.00010771,             0.00010771
                    175,                  1.177,                0.83349,                 1.7316,                0.84157,                  0.625,                0.72901,                0.50787,                 1.5621,                  1.956,                 2.2296,             0.00010142,             0.00010142,             0.00010142
                    176,                 1.0765,                0.77639,                 1.7173,                0.83635,                   0.75,                0.74072,                0.49565,                 1.5705,                 1.9092,                  2.253,             9.5359e-05,             9.5359e-05,             9.5359e-05
                    177,                 1.0672,                0.80222,                 1.7222,                0.83727,                   0.75,                0.74437,                0.48714,                  1.595,                 1.9456,                 2.2681,             8.9521e-05,             8.9521e-05,             8.9521e-05
                    178,                 1.1591,                0.84391,                 1.7888,                0.81877,                   0.75,                0.74717,                0.50753,                 1.5711,                 1.9144,                 2.2631,              8.391e-05,              8.391e-05,              8.391e-05
                    179,                 1.0608,                0.74621,                 1.6703,                0.74335,                   0.75,                0.75172,                 0.5186,                 1.5507,                 1.9467,                 2.2522,             7.8528e-05,             7.8528e-05,             7.8528e-05
                    180,                 1.0453,                0.72302,                 1.7015,                0.74463,                   0.75,                0.75916,                0.52343,                 1.5473,                 1.9236,                 2.2403,             7.3375e-05,             7.3375e-05,             7.3375e-05
                    181,                 1.0781,                0.80005,                 1.7179,                0.72768,                   0.75,                0.75505,                0.51465,                 1.5645,                 1.9268,                 2.2589,             6.8454e-05,             6.8454e-05,             6.8454e-05
                    182,                 1.0845,                0.78157,                 1.7018,                0.90546,                0.60004,                0.74415,                0.50574,                 1.5257,                 1.8402,                 2.2163,             6.3765e-05,             6.3765e-05,             6.3765e-05
                    183,                 1.0694,                0.78503,                 1.6576,                0.92617,                  0.625,                 0.7466,                0.50294,                 1.4867,                 1.8538,                 2.1774,             5.9309e-05,             5.9309e-05,             5.9309e-05
                    184,                 1.0803,                0.75784,                 1.7041,                0.86602,                  0.625,                0.74282,                0.51914,                 1.4662,                 1.9014,                 2.1644,             5.5088e-05,             5.5088e-05,             5.5088e-05
                    185,                 1.0081,                0.78728,                 1.6123,                0.93524,                  0.625,                0.74378,                0.49291,                 1.5041,                 1.9379,                 2.2056,             5.1103e-05,             5.1103e-05,             5.1103e-05
                    186,                 1.1098,                0.82265,                  1.728,                0.90023,                  0.625,                0.74262,                0.48246,                  1.499,                 1.9507,                 2.2063,             4.7354e-05,             4.7354e-05,             4.7354e-05
                    187,                 1.0192,                0.77938,                 1.6898,                0.90848,                  0.625,                 0.7366,                0.48438,                 1.4885,                  1.945,                 2.1815,             4.3842e-05,             4.3842e-05,             4.3842e-05
                    188,                 1.0711,                0.77356,                 1.7019,                0.94144,                  0.625,                0.73544,                0.51154,                 1.5397,                  1.973,                  2.238,             4.0569e-05,             4.0569e-05,             4.0569e-05
                    189,                 1.1209,                0.76872,                  1.717,                0.88347,                  0.625,                 0.7428,                0.48636,                  1.484,                 1.9517,                 2.1807,             3.7536e-05,             3.7536e-05,             3.7536e-05
                    190,                  1.047,                0.76756,                 1.6587,                0.89105,                  0.625,                0.74332,                0.49011,                 1.4753,                 1.9062,                 2.1756,             3.4742e-05,             3.4742e-05,             3.4742e-05
                    191,                 1.0812,                0.74884,                 1.6914,                0.90505,                  0.625,                0.74614,                0.49606,                 1.4925,                 1.9172,                 2.2109,             3.2189e-05,             3.2189e-05,             3.2189e-05
                    192,                 1.0262,                0.74046,                 1.6437,                0.91436,                0.66847,                0.75082,                0.49435,                 1.5117,                 1.9659,                 2.2218,             2.9877e-05,             2.9877e-05,             2.9877e-05
                    193,                 1.0761,                0.81806,                  1.707,                0.89533,                  0.625,                0.75551,                0.49887,                 1.4994,                 1.9583,                 2.2111,             2.7806e-05,             2.7806e-05,             2.7806e-05
                    194,                 1.1011,                0.79179,                 1.7121,                0.87782,                  0.625,                0.75126,                0.51249,                 1.5107,                 1.9415,                 2.2402,             2.5979e-05,             2.5979e-05,             2.5979e-05
                    195,                 1.0661,                0.74999,                 1.6868,                0.88331,                  0.625,                0.74327,                0.52036,                 1.5309,                 1.9612,                   2.26,             2.4394e-05,             2.4394e-05,             2.4394e-05
                    196,                 1.0484,                0.77638,                 1.6377,                0.88149,                  0.625,                0.73452,                0.49785,                 1.4952,                 1.9437,                 2.2182,             2.3052e-05,             2.3052e-05,             2.3052e-05
                    197,                 1.0763,                0.79243,                 1.7277,                 0.8778,                  0.625,                 0.7401,                0.49966,                 1.5195,                 1.9656,                 2.2317,             2.1954e-05,             2.1954e-05,             2.1954e-05
                    198,                 1.0471,                0.76736,                 1.6744,                0.90857,                0.62144,                0.73895,                0.52504,                 1.5345,                 1.9558,                 2.2189,             2.1099e-05,             2.1099e-05,             2.1099e-05
                    199,                 1.0983,                0.79915,                 1.7069,                0.87591,                  0.625,                0.73649,                0.52397,                 1.5243,                   2.01,                 2.2224,             2.0489e-05,             2.0489e-05,             2.0489e-05
                    200,                 1.0038,                0.74615,                 1.6693,                0.88692,                  0.625,                0.73175,                0.51892,                 1.5127,                 1.9482,                 2.2353,             2.0122e-05,             2.0122e-05,             2.0122e-05
